event_id,event_date,store,round_number,table_number,player1_display_name,player2_display_name,winner_display_name,games_won_p1,games_won_p2,notes,approve
171547,2025-08-10,Gauntlet Games,4,1,RollzRoyce,JBruer2,RollzRoyce,,,Final (community report),
