src_platform,src_name,dst_platform,dst_name,why
melee,heyzeusvee,rph,heyzeus,"Heyzeusvee via Discord 2026-09-08: 'im heyzeusvee on melee and heyzeus on rph'. Names share no prefix long enough for the fuzzy pass, so nothing was ever going to suggest it."
